Date,Open,High,Low,Close,Adj Close,Volume
11/19/2009,285.81369,285.928284,283.93573,285.425171,285.425171,4352200
11/20/2009,283.686676,284.732758,283.636871,283.915802,283.915802,4027400
11/23/2009,287.16861,292.204742,286.854797,290.087677,290.087677,5114000
11/24/2009,290.172363,291.054047,287.193542,290.456299,290.456299,3222400
11/25/2009,292.110107,292.433899,290.25705,291.776337,291.776337,2933300
11/27/2009,284.932007,290.142487,284.418915,288.797516,288.797516,2779500
11/30/2009,289.230896,290.745209,287.477478,290.411469,290.411469,3463000
12/1/2009,292.966888,294.506104,290.411469,293.833649,293.833649,4657900
12/2/2009,294.396515,295.397766,292.015442,292.658051,292.658051,3338800
12/3/2009,293.420197,294.620697,291.407745,291.776337,291.776337,2868000
12/4/2009,295.402771,296.304382,288.508606,291.41272,291.41272,5046000
12/7/2009,291.014221,293.24585,289.415192,292.030396,292.030396,3284500
12/8/2009,290.660522,294.227173,289.91333,292.428894,292.428894,3059300
12/9/2009,292.653076,293.564636,290.700378,293.410217,293.410217,3575200
12/10/2009,294.117584,296.244598,294.102631,294.645599,294.645599,3349000
12/11/2009,296.229645,296.264526,292.767639,294.152435,294.152435,3452800
12/14/2009,296.563416,297.539734,295.198517,296.752686,296.752686,3841100
12/15/2009,295.542236,297.076477,294.391541,295.462524,295.462524,4577800
12/16/2009,298.182343,299.064026,297.205994,297.763916,297.763916,5639800
12/17/2009,297.106384,297.704132,295.771362,295.861053,295.861053,5297300
12/18/2009,296.90213,298.34671,296.389069,297.096405,297.096405,7089400
12/21/2009,297.689178,298.800018,296.722809,298.222198,298.222198,5161600
12/22/2009,299.547211,299.626923,298.306885,299.437622,299.437622,3775600
12/23/2009,300.623199,305.29071,300.299408,304.697906,304.697906,4160800
12/24/2009,305.320587,308.603271,304.991821,308.085236,308.085236,1723800
12/28/2009,309.669281,311.826202,308.085236,310.272034,310.272034,3408400
12/29/2009,311.203522,311.253357,307.99057,308.543518,308.543518,2860200
12/30/2009,308.095184,310.202271,307.851105,310.202271,310.202271,2942100
12/31/2009,311.208527,311.532288,308.832428,308.832428,308.832428,2448700
1/4/2010,312.304413,313.57962,310.954468,312.204773,312.204773,3927000
1/5/2010,312.418976,312.747742,309.609497,310.829926,310.829926,6031900
1/6/2010,311.761444,311.761444,302.047852,302.994293,302.994293,7987100
1/7/2010,303.562164,303.861053,295.218445,295.940735,295.940735,12876600
1/8/2010,294.894653,300.498657,293.455048,299.885956,299.885956,9483900
